"study","country","site","religion","subject_id","researcher","date","subject_gender","subject_age","subject_job","subject_schedule","subject_livedhere","subject_lang","subject_marital","subject_hs","subject_liveswith","subject_servicesperweek","subject_specialrole","spev_score","spev_recoded_score","pv_score","abs_score"
"study 1","Ghana","urban","local",99226,"Jdulin",2017-04-26,"Male",27,"Traditionalist","30 Minutes A Day","27","Fante","Single","No","Lives alone","4 In A Year",1,0.666666666666667,0.62962962962963,2.08333333333333,0.764705882352941
"study 1","Thailand","urban","charismatic",99227,"Faulino",2017-02-28,"Male",34,"Unstable hours","Pers Trainer","10+ Years","Isaan And Northern Thai","Engaged","Yes","Lives alone","3",1,0.576923076923077,0.5,1.83333333333333,0.529411764705882
"study 1","China","rural","charismatic",99228,"Emng",2017-04-02,"Female",36,"Housewife","Unstable","Over 10 Years","Henan Dialect","Married","No","Other relatives","2",1,0.555555555555556,0.64,0.666666666666667,0.5
"study 1","Ghana","rural","charismatic",99229,"VDzokoto",2017-07-20,"Female",27,"Caterer And Vendor","6 am - 5:30 Pm M-f","22 Years","Fante, English","Widowed Woho kafo efi mu","Yes Nyew","Mother Maame (nna)","5",1,0.518518518518518,0.481481481481481,1.66666666666667,0.911764705882353
"study 1","US","rural","charismatic",99230,"JBrahinsky",2017-04-06,"Male",32,"Childrens Pastor","All","24","Eng","Married","Yes","Multiple children,Spouse","43134",1,0.259259259259259,0.192307692307692,0.166666666666667,0.588235294117647
"study 1","Ghana","rural","local",99231,"VDzokoto",2017-08-16,"Female",55,"Bosomfo And Farmer","9-6, No Work Mon, Tues, Saturday","55 Years","Fante","Married Ana aware","No Oho/ dabi","Spouse Menye me kum/yer","N/a",1,0.388888888888889,0.37037037037037,2.18181818181818,0.411764705882353
"study 1","China","urban","local",99232,"Emng",2017-01-09,"Female",39,"Flight Attendant","Unstable","7 Years","Mandarin","Single","Yes","Friends/roommates","Once",0,0.111111111111111,0.222222222222222,0.0909090909090909,0.676470588235294
"study 1","Thailand","urban","local",99233,"Faulino",2017-05-06,"Female",33,"Stable hours","Bike Trek Customer Servic","13 Years","Northern From Lampang","Single","Yes","Sibling(s),Other relatives",NA,0,0.555555555555556,0.407407407407407,1.25,0.588235294117647
"study 1","China","urban","charismatic",99234,"Emng",2017-04-20,"Female",29,"Environmental Design Sales","Stable","4 Years","Shandong Dialect","Single","Yes","Friends/roommates","43102",1,0.37037037037037,0.32,0.166666666666667,0.647058823529412
"study 1","China","urban","charismatic",99235,"Emng",2017-03-26,"Male",42,"Advertising Art Direction","Stable","12 Years","Henanese","Single","Yes","Friends/roommates","1",0,0.203703703703704,0.25,0.2,0.323529411764706
"study 1","Vanuatu","urban","charismatic",99236,"Rsmith",2017-03-20,"Female",40,"Housewife","N/a","More Than 10 Y","Nakanamanga, Tongoa","Maret finis (Married)","Yes","sam pikinini (Multiple children)","Everyday",1,0.56,0.653846153846154,0.818181818181818,0.647058823529412
"study 1","Ghana","rural","charismatic",99237,"VDzokoto",2017-07-26,"Male",35,"Field Officer For Fruit Company","43317","28years","Fante And English","Single","Yes Nyew","Mother Maame (nna)","3",1,0.407407407407407,0.384615384615385,1.25,0.852941176470588
"study 1","Ghana","rural","local",99238,"VDzokoto",2017-07-14,"Male",34,"Okomfo/ Traditionalist and Healer/Medicine Man and Farmer","Varies","6","Fante","Married Ana aware","No Oho/ dabi","Multiple children Menye mbofra pii tse",NA,NA,0.555555555555556,0.44,1.25,0.352941176470588
"study 1","China","rural","charismatic",99239,"Emng",2017-04-30,"Male",23,"Theology Student","Stable","Born And Raised","Henan Dialect","Engaged","No","Friends/roommates","1",1,0.444444444444444,0.608695652173913,1,0.794117647058823
"study 1","Ghana","rural","charismatic",99240,"VDzokoto",2017-07-23,"Male",37,"Carpenter","8-4 M-f","37 Years","Fante","Married Ana aware","Yes Nyew","Lives with over 5 people NkorÉ”fo a wÉ”bor enum tse","3",1,0.442307692307692,0.407407407407407,1.5,0.529411764705882
"study 1","Vanuatu","rural","local",99241,"Rsmith",2017-08-11,"Female",50,NA,NA,"Full Life Bunlap, Randoa","Sa","Maret finis (Married)","No schooling","man o woman blong yu (Spouse)",NA,1,0.666666666666667,0.615384615384615,1.1,NA
"study 1","Vanuatu","urban","local",99242,"Rsmith",2017-02-23,"Male",30,"vMF, Personal Security","2 Days On","30yia","bislama","Maret finis (Married)","Yes","man o woman blong yu (Spouse),wan pikinini (Child)","Mens Fellowship",0,0.2,0.115384615384615,0.9,NA
"study 1","Thailand","urban","charismatic",99243,"Faulino",2017-03-06,"Male",49,"Unstable hours","Sales At Water Co","22 Yrs","Thai","Married,Divorced","Yes","Spouse","3",1,0.384615384615385,0.260869565217391,1.58333333333333,0.235294117647059
"study 1","China","urban","charismatic",99244,"Emng",2017-03-16,"Female",27,"Sales (formerly Design)","Stable Hours 8:30-5:00","3 Years","Northeastern Dialect","Single","Yes","Friends/roommates","3",0,0.26,0.36,0.0833333333333333,0.294117647058824
"study 1","China","rural","local",99245,"Emng",2017-08-12,"Male",69,"Farmer, Occasional Construction","Unstable","N/A","Henanese","Married","No","Partner","Several Times A Month",0,0.365384615384615,0.52,0.333333333333333,0.411764705882353
"study 1","US","rural","local",99246,"JBrahinsky",2017-04-06,"Female",48,"Dir Of Christian Ed","25/wk","26","Eng","Married","Yes","Multiple children,Spouse","1",0,0.259259259259259,0.192307692307692,0.666666666666667,0.411764705882353
"study 1","US","urban","charismatic",99247,"JBrahinsky",2017-10-07,"Male",26,"Delivery Driver","Many","26","Eng","Single","Yes","Lives alone","43134",1,0.574074074074074,0.56,0.636363636363636,0.882352941176471
"study 1","Thailand","urban","charismatic",99248,"Faulino",2017-05-01,"Female",71,"Unstable hours","Retired Teacher","30+ Years In House","Thai","Married","Yes","Spouse","2",1,0.388888888888889,0.423076923076923,2.22222222222222,0.676470588235294
"study 1","Vanuatu","urban","charismatic",99249,"Rsmith",2017-06-27,"Male",54,"Water Supply, Consultancy","6 Mon-fri","1976","Emae","Maret finis (Married)","Yes","man o woman blong yu (Spouse),i bitim 5 (Lives with over 5 people),sam pikinini (Multiple children)","5",1,0.759259259259259,0.68,1.18181818181818,0.882352941176471
"study 1","Thailand","urban","local",99250,"Faulino",2017-06-27,"Female",38,"Stable hours","Office","Life","Northern Thai","Divorced","Yes","Multiple children,Sibling(s)","Special Days",NA,0.611111111111111,0.555555555555556,0.909090909090909,0.757575757575758
"study 1","China","rural","local",99251,"Emng",2017-08-12,"Female",32,"Accountant And Medium","Morning To Night","Born And Raised","Henanese","Married","Yes","Child,Spouse,Other relatives","Not Regularly",0,0.25,0.375,1.08333333333333,0.705882352941177
"study 1","Thailand","urban","charismatic",99252,"Faulino",2017-02-14,"Male",45,"Businessman, Marketing Director","Unstable, Long","10+ Years","Isaan (northeastern Thai)","Married","Yes","Lives with over 5 people,Spouse,Other relatives,Child","Several",1,0.481481481481481,0.576923076923077,0.3,0.882352941176471
"study 1","China","urban","charismatic",99253,"Emng",2017-03-09,"Male",30,"Entrepreneurship Trainer","Periods On And Off","Grew Up, Last 10 Years","Shanghainese","Married","Yes","Spouse,Grandparent(s)","2",1,0.42,0.333333333333333,1.36363636363636,0.911764705882353
"study 1","US","urban","charismatic",99254,"JBrahinsky",2018-03-30,"Male",39,"Accountdrectir","43322","0.1","Eng","Divorced","Yes","Lives alone","43134",1,0.666666666666667,0.615384615384615,0.416666666666667,NA
"study 1","US","urban","local",99255,"JBrahinsky",2018-03-29,"Female",28,"Pastor","Many","3","Eng","Married","Yes","Spouse","1",1,0.222222222222222,0.260869565217391,0.2,0.5
"study 1","Vanuatu","urban","charismatic",99256,"Rsmith",2017-04-03,"Female",24,"Housegirl","Everyday","4y","Tongoa-namakura","Maret finis (Married)","No","man o woman blong yu (Spouse),wan pikinini (Child)","1",1,0.759259259259259,0.62962962962963,NA,NA
"study 1","Vanuatu","rural","local",99257,"Rsmith",2017-08-18,"Male",42,NA,NA,"Whole Life","Sa","Maret finis (Married)","No schooling","sam pikinini (Multiple children),man o woman blong yu (Spouse),aotsaet family (Other relatives)",NA,1,0.54,0.576923076923077,1,1
"study 1","China","rural","local",99258,"Emng",2017-08-12,"Female",67,"Medium 30 Years","Unstable","Born And Raised","Henanese","Married","No","Child,Other relatives","Whenever Gods Tell You",0,0.48,0.730769230769231,0.2,0.558823529411765
"study 1","US","rural","local",99259,"JBrahinsky",2017-10-08,"Female",42,"Attorney",NA,"30","Eng","Married","Yes","Multiple children,Spouse","1",0,0.111111111111111,0.12,0.4,0.382352941176471
"study 1","China","rural","charismatic",99260,"Emng",2017-05-06,"Female",62,"Farmer","Unstable Hours","Long Time","Henan Dialect","Married","No","Spouse,Other relatives","2+",1,0.518518518518518,0.833333333333333,0.25,0.558823529411765
"study 1","US","urban","local",99261,"JBrahinsky",2017-10-07,"Male",29,"Tech Sales","Varies","3","Eng","Married","Yes","Spouse","1",0,0.111111111111111,0.12,0.333333333333333,0.264705882352941
"study 1","China","rural","charismatic",99262,"Emng",2017-04-26,"Male",33,"Preacher","2-3 Days Preaching A Week","Born And Raised","Henan Dialect","Married","Yes","Multiple children,Partner","3",1,0.423076923076923,0.5,0.583333333333333,0.147058823529412
"study 1","US","rural","local",99263,"JBrahinsky",2017-04-06,"Female",46,"IT Project Mgr","43317","10","Eng","Married","Yes","Child,Spouse","1",1,0.148148148148148,0.148148148148148,0.583333333333333,0.470588235294118
"study 1","China","rural","charismatic",99264,"Emng",2017-04-27,"Male",70,"Preacher","Several Days A Week","Born And Raised","Henan Dialect","Married","No","Spouse,Other relatives","2+",1,0.481481481481481,0.6,0.166666666666667,0.441176470588235
"study 1","US","rural","charismatic",99265,"JBrahinsky",2017-04-06,"Female",41,"Hospital Dispatcher","43288","39","Eng","Married","Yes","Multiple children,Spouse","1",0,0.5,0.461538461538462,0.5,0.794117647058823
"study 1","Thailand","urban","local",99266,"Faulino",2017-03-22,"Male",43,"Unstable hours","Business Artist Etc","Unclear","Thai","Married","Yes","Child,Spouse","2-3/month",0,0.72,0.857142857142857,1.75,0.647058823529412
"study 1","Ghana","urban","charismatic",99267,"Jdulin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1.27272727272727,0.264705882352941
"study 1","Ghana","urban","charismatic",99268,"Jdulin",2017-02-22,"Male",39,"Psychiatric Nurse Clinical Coordinator","40","14","Ga Ans English","Married","Yes","Spouse,Child","2",1,0.518518518518518,0.518518518518518,1.33333333333333,0.382352941176471
"study 1","US","rural","charismatic",99269,"JBrahinsky",2017-04-06,"Female",37,"School Counselor","43316","13","Eng","Married","Yes","Multiple children,Spouse","1",0,0.37037037037037,0.346153846153846,0.818181818181818,0.764705882352941
"study 1","Vanuatu","rural","local",99270,"Rsmith",2017-08-11,"Male",56,NA,NA,"Whole Life Bunlap, Randoa","Sa","Maret finis (Married)","No only 3y primary","man o woman blong yu (Spouse)",NA,1,0.615384615384615,0.423076923076923,1.45454545454545,NA
"study 1","US","urban","charismatic",99271,"JBrahinsky",2017-10-08,"Female",30,"Family Support School District","43348","30","Eng","Single","Yes","Mother","2",1,0.740740740740741,0.76,0.375,0.617647058823529
"study 1","Vanuatu","urban","charismatic",99272,"Rsmith",2017-03-07,"Female",72,"Garden, Before Nurse","N/a","1966","Tongoa-nakanamanga","Wido (Widowed)","No","sam pikinini (Multiple children),i bitim 5 (Lives with over 5 people)","Sunday",1,0.851851851851852,0.84,1.33333333333333,0.558823529411765
"study 1","Ghana","rural","charismatic",99273,"VDzokoto",2017-07-18,"Male",29,"Teacher","6","5 Years","Fante, English","Widowed Woho kafo efi mu","Yes Nyew","Friendly/ roommate menye ayÉ”nkofo tse","4",1,0.673076923076923,0.481481481481481,1.91666666666667,0.764705882352941
"study 1","Ghana","urban","local",99274,"Jdulin",2017-06-13,"Male",29,"Traditionalist","11hours","29","Fante","Single","No","Friends/roommates","Everyday",1,0.777777777777778,0.777777777777778,1.91666666666667,0.911764705882353
"study 1","Thailand","rural","local",99275,"Faulino",2017-04-11,"Female",47,"Unstable hours","None","Born CD, Worked Away","Northern","Divorced,Single","Yes","Lives with over 5 people,Other relatives,Multiple children","NA.",0,0.296296296296296,0.32,0.636363636363636,0.588235294117647
"study 1","Ghana","rural","local",99276,"VDzokoto",2017-07-14,"Male",51,"Okomfo And Farmer","Unstable Hours","51 Years","Fante","Married Ana aware","No Oho/ dabi","Lives with over 5 people NkorÉ”fo a wÉ”bor enum tse","0",1,0.37037037037037,0.36,NA,NA
"study 1","Thailand","rural","local",99277,"Faulino",2017-04-08,"Female",45,"Stable hours","Teacher","9'years","Northern Thai","Divorced","Yes","Multiple children,Partner","O / Teaches At Temple Though So 5x",0,0.592592592592593,0.541666666666667,0.9,0.911764705882353
"study 1","US","urban","charismatic",99278,"JBrahinsky",2017-10-08,"Female",38,"Projecr Mgr","43379","12",NA,"Single","Yes","Lives alone","3",NA,0.685185185185185,0.652173913043478,0.545454545454545,0.382352941176471
"study 1","Thailand","urban","charismatic",99279,"Faulino",2017-06-12,"Male",40,"Unstable hours","Thai Amway Real Estate","Life","Northern & Thai","Married","Yes","Child,Spouse,Other relatives","4",1,0.296296296296296,0.423076923076923,0.916666666666667,0.441176470588235
"study 1","Thailand","urban","local",99280,"Faulino",2017-07-24,"Female",28,"Unstable hours","Graphic Design","Life","Northern","Single","Yes","Mother,Father","Rare",0,0.240740740740741,0.230769230769231,0.5,0.558823529411765
"study 1","China","urban","charismatic",99281,"Emng",2017-08-18,"Male",45,"Tech Investment","Unstable","18","Jiangsu Dialect","Married","Yes","Child,Spouse","43134",0,0.46,0.5,1,0.852941176470588
"study 1","Ghana","urban","charismatic",99282,"Jdulin",2017-02-23,"Female",30,"Psychiatric","48","9","Ewe Twi Ga","Single","Yes","Lives alone","3",1,0.685185185185185,0.62962962962963,0.583333333333333,0.823529411764706
"study 1","US","urban","local",99283,"JBrahinsky",2018-03-29,"Female",43,"Photographer",NA,"7.5","Eng","Married","Yes","Child,Spouse","1",0,0.259259259259259,0.222222222222222,0.583333333333333,0.764705882352941
"study 1","Thailand","urban","charismatic",99284,"Faulino",2017-03-07,"Male",38,"Unstable hours","Staff ALL Church","16 Years","Northern Thai","Engaged","Yes","Lives alone","All Day Everyday",1,0.423076923076923,0.307692307692308,1,0.558823529411765
"study 1","Thailand","urban","local",99285,"Faulino",2017-08-29,"Female",51,"Unstable hours","Concrete, Psych Nurse, Vo","Life","Northern Thai","Married","Yes","Spouse","At Leqst 2",1,0.456521739130435,0.428571428571429,NA,0.588235294117647
"study 1","China","urban","charismatic",99286,"Emng",2017-03-23,"Female",34,"Freelance/unemployed (formerly Marketing","None Officially","Born Shanghai","Shanghainese","Married","Yes","Friends/roommates,Spouse","3",1,0.648148148148148,0.772727272727273,1.81818181818182,0.794117647058823
"study 1","Vanuatu","rural","local",99287,"Rsmith",2017-08-17,"Male",80,NA,NA,"Whole Life","Sa Bunlap","Maret finis (Married)","No schooling","man o woman blong yu (Spouse)",NA,1,0.307692307692308,0.347826086956522,0.875,NA
"study 1","US","rural","local",99288,"JBrahinsky",2017-04-06,"Female",43,"Admin Asst","730-430","43?","Eng","Divorced","Yes","Multiple children","1",0,0.25,0.153846153846154,1.27272727272727,0.5
"study 1","Ghana","rural","local",99289,"VDzokoto",2017-07-04,"Female",40,"Farmer and Okomfo","Farming 7-3, Okomfo Work Varies","40 Years","Fante","Divorced Egyae aware","No Oho/ dabi","Multiple children Menye mbofra pii tse","Okomfo, Activity As Needed, Group Activity Varies",1,0.518518518518518,0.5,0.666666666666667,0.705882352941177
"study 1","Thailand","rural","local",99290,"Faulino",2017-04-18,"Female",42,"Unstable hours","Plus Volunteer","20 Years","Northern And Central Thai","Divorced","Yes","Child","Several Times Per Year",0,0.444444444444444,0.407407407407407,1.5,0.705882352941177
"study 1","US","urban","charismatic",99291,"JBrahinsky",2018-03-22,"Female",48,"RN Psych Ward","43348","48","Eng","Married","Yes","Spouse","1",1,0.388888888888889,0.416666666666667,0.25,0.735294117647059
"study 1","Ghana","rural","local",99292,"VDzokoto",2017-07-14,"Male",52,"Farmer And Obrafo","7 Hrs a day","52","Fante","Married Ana aware","No Oho/ dabi","Multiple children Menye mbofra pii tse","Varies",1,0.0769230769230769,0.0384615384615385,0.833333333333333,0.0294117647058824
"study 1","US","urban","local",99293,"JBrahinsky",2017-10-07,"Female",37,"Google Data Analyst","43317","37","Eng","Married","Yes","Child,Spouse","1",0,0.222222222222222,0.16,0.454545454545455,0.382352941176471
"study 1","Ghana","urban","charismatic",99294,"Jdulin",2017-03-14,"Female",28,"Beatishion","6 Hours","11 Years","Ewe","Single","No","Mother,Child","3",1,0.481481481481481,0.48,2.66666666666667,0.794117647058823
"study 1","US","urban","local",99295,"JBrahinsky",2017-10-07,"Male",31,"Tech Support","43348","10","Eng","Engaged","Yes","Mother,Father","1",0,0.203703703703704,0.16,0.5,0.617647058823529
"study 1","Thailand","urban","local",99296,"Faulino",2017-03-21,"Male",40,"Unstable hours","Photographer","5 Years","Isaan","Single","Yes","Lives alone","N/a - Go To Temples For Relax Or Photos",NA,0.692307692307692,0.555555555555556,0.125,0.852941176470588
"study 1","Vanuatu","rural","local",99297,"Rsmith",2017-08-18,"Male",40,NA,NA,"Whole Life","Sa","Maret finis (Married)","No schooling","man o woman blong yu (Spouse),sam pikinini (Multiple children)",NA,1,0.653846153846154,0.615384615384615,1.2,0.970588235294118
"study 1","Thailand","urban","local",99298,"Faulino",2017-03-18,"Female",29,"Unstable hours","Research","10 Years","Country","Single","Yes","Lives alone","3x/month",0,0.37037037037037,0.269230769230769,0.916666666666667,0.676470588235294
"study 1","Thailand","urban","local",99299,"Faulino",2017-07-27,"Male",37,"Unstable hours","Artist","Xx","Thai","Engaged","Yes","Other relatives","1",NA,0.239130434782609,0.296296296296296,0.833333333333333,0.352941176470588
"study 1","Vanuatu","rural","local",99300,"Rsmith",2017-08-11,"Male",30,"N/a","N/a","Whole Life","Sa","Maret finis (Married)","No schooling","sam pikinini (Multiple children),man o woman blong yu (Spouse),aotsaet family (Other relatives)","N/a",1,0.604166666666667,0.52,1.08333333333333,0.558823529411765
"study 1","Ghana","urban","local",99301,"Jdulin",2017-04-26,"Female",22,"Traditionalist And Trader","43117","4","Twi And Later Fante","Single","No","Lives alone","7",1,0.740740740740741,0.814814814814815,1.33333333333333,0.764705882352941
"study 1","China","urban","charismatic",99302,"Emng",2017-04-01,"Male",44,"Commercial Photographer","Flexible","16 Years","Mandarin","Married","Yes","Father","1 Or Less",0,0.037037037037037,0.0740740740740741,0.666666666666667,0.823529411764706
"study 1","US","urban","local",99303,"JBrahinsky",2017-10-07,"Female",44,"Exec Asst","30","10","Eng","Married","Yes","Spouse,Multiple children","1",1,0.333333333333333,NA,1,0.852941176470588
"study 1","US","rural","local",99304,"JBrahinsky",2017-04-26,"Male",42,"Farmer Melons","Early","4","Eng","Married","Yes","Spouse,Multiple children","1",1,0.222222222222222,0.148148148148148,0.416666666666667,0.588235294117647
"study 1","China","rural","charismatic",99305,"Emng",2017-04-30,"Male",46,"None","None","8 Years","Henan Dialect","Single","No","Lives alone","2+",0,0.166666666666667,0.24,0.25,0.147058823529412
"study 1","China","rural","charismatic",99306,"Emng",2017-05-06,"Female",64,"None","None","40+ Years","Henan Dialect","Married","No","Other relatives,Spouse","2",0,0.222222222222222,0.357142857142857,0.272727272727273,NA
"study 1","US","urban","local",99307,"JBrahinsky",2018-03-29,"Female",28,"Adjunct","43347","28","Eng","Engaged","Yes","Spouse","1",1,0.259259259259259,0.230769230769231,0.416666666666667,0.588235294117647
"study 1","US","rural","charismatic",99308,"JBrahinsky",2017-04-06,"Female",21,"Nursing Asst","430-730","21","Eng","Single","Yes","Mother,Father,Sibling(s)","1",1,0.37037037037037,0.333333333333333,0.545454545454545,0.647058823529412
"study 1","Thailand","rural","charismatic",99309,"Faulino",2017-04-04,"Female",38,"Unstable hours","Volunteer","6 Years","Northern Thai","Married","Yes","Child,Spouse","Now Less, Peak 3x Week",1,0.592592592592593,0.461538461538462,1.25,0.647058823529412
"study 1","Thailand","urban","local",99310,"Faulino",2017-07-24,"Female",47,"Unstable hours","Cafe","1 Year + 10 Chiang Mai","Isaan Thai","Divorced","Yes","Lives alone","Daily",1,0.288461538461538,0.32,1.1,0.735294117647059
"study 1","Vanuatu","urban","charismatic",99311,"Rsmith",2017-03-09,"Female",52,"Volunteer Healer","Everyday, 24 Hrs","1980s.","Lenakel","Maret finis (Married)","No 2 years primary","man o woman blong yu (Spouse),gelfren o boyfren (Partner),wan pikinini (Child),aotsaet family (Other relatives),i bitim 5 (Lives with over 5 people)","Everyday",1,0.777777777777778,0.703703703703704,1.44444444444444,0.833333333333333
"study 1","Vanuatu","urban","local",99312,"Rsmith",2017-03-15,"Female",57,"Housewife, Babysitter","N/a","Over 30","Mataso","Maret finis (Married),Wido (Widowed)","No","sam pikinini (Multiple children)","Several Times",1,0.730769230769231,0.703703703703704,1.25,0.911764705882353
"study 1","China","urban","charismatic",99313,"Emng",2017-04-21,"Female",38,"Architectural Engineering","Stable","15 Years","Hubei Dialect","Single","Yes","Mother","43102",1,0.12962962962963,0.111111111111111,0.0833333333333333,0.147058823529412
"study 1","US","rural","charismatic",99314,"JBrahinsky",2017-02-20,"Male",49,"Social Worker","43348","19","Spanish","Married","Yes","Spouse,Multiple children","1",0,0.333333333333333,0.269230769230769,1,0.382352941176471
"study 1","US","urban","charismatic",99315,"JBrahinsky",2017-05-12,"Female",50,"Chef","745-315","50","Eng","Single","Yes","Mother","3",0,0.333333333333333,0.444444444444444,0.777777777777778,0.764705882352941
"study 1","China","rural","charismatic",99316,"Emng",2017-02-21,"Male",33,"Preacher, Seminary Teacher","All Day 6 Days A Week","Since Born","Nanyang Dialect","Married","Yes","Spouse,Multiple children","1, Away At Seminary Now",1,0.407407407407407,0.44,0.555555555555556,0.205882352941176
"study 1","Ghana","urban","charismatic",99317,"Jdulin",2017-03-01,"Female",27,"Hospital Administrator","40","27","Fante And English","Single","Yes","Mother,Sibling(s)","3",1,0.592592592592593,0.518518518518518,1,0.352941176470588
"study 1","US","rural","charismatic",99318,"JBrahinsky",2017-02-18,"Male",57,"Field Worker","7-430","27","Spanish And English","Single","Yes","Friends/roommates,Lives alone","1",1,0.5,0.296296296296296,0.75,0.617647058823529
"study 1","Vanuatu","urban","local",99319,"Rsmith",2017-03-10,"Female",38,"Housewife, Prayer","Everyday Praying","Whole Life","Tongariki/malakula","Maret finis (Married)","No","sam pikinini (Multiple children), brata o sista (Sibling(s)),i bitim 5 (Lives with over 5 people)","Sunday Plus Several Meetings",1,0.87037037037037,0.884615384615385,1.41666666666667,0.970588235294118
"study 1","Ghana","rural","charismatic",99320,"VDzokoto",2017-07-29,"Male",40,"Farmer And Mason","Mason 9-4 When Work Is Available, Farmer Mwth 7- Noon","12 Years","Fante","Married Ana aware","Yes Nyew","Spouse Menye me kum/yer","2",0,0.115384615384615,0.115384615384615,1.25,0.647058823529412
"study 1","Ghana","urban","charismatic",99321,"Jdulin",2017-02-02,"Male",26,"Student/ National Service","5 Hours A Day","3 Years","Fanti English","Single","Yes","Other relatives","2",1,0.611111111111111,0.64,1.25,0.529411764705882
"study 1","Vanuatu","rural","local",99322,"Rsmith",2017-08-17,"Male",70,NA,NA,"Whole Life","Bunlap Sa","Maret finis (Married)","No schooling","man o woman blong yu (Spouse)",NA,1,0.38,0.384615384615385,1.54545454545455,NA
"study 1","China","rural","charismatic",99323,"Emng",2017-04-28,"Female",48,"Farmer","Unstable","20+ Years","Henan Dialect","Married","No","Other relatives","2",0,0.425925925925926,0.538461538461538,0.166666666666667,0.5
"study 1","Vanuatu","rural","local",99324,"Rsmith",2017-08-17,"Male",25,NA,NA,"Whole Life","Sa","Maret finis (Married)","No schooling","man o woman blong yu (Spouse),wan pikinini (Child)",NA,1,0.6,0.615384615384615,1.66666666666667,0.588235294117647
"study 1","US","urban","local",99325,"JBrahinsky",2018-03-29,"Female",39,"Pastor","Many","8.5","Eng","Married","Yes","Spouse","1",1,0.222222222222222,0.2,0.25,0.235294117647059
"study 1","US","rural","local",99326,"JBrahinsky",2017-04-25,"Female",44,"Special Ed Teacher","43315","18","Eng","Married","Yes","Child,Spouse","1",0,0.0740740740740741,0.08,0.166666666666667,0.294117647058824
"study 1","US","urban","charismatic",99327,"JBrahinsky",2017-10-07,"Female",50,"Homemaker",NA,"5","Tell?","Married","Yes","Spouse","3",1,0.444444444444444,0.52,1.63636363636364,0.294117647058824
"study 1","China","rural","charismatic",99328,"Emng",2017-04-02,"Female",66,"Farming, Pastor's Wife","Unstable","Most Her Life","Henan Dialect","Married","No","Partner","Many Days",1,0.346153846153846,0.444444444444444,0.454545454545455,0.294117647058824
"study 1","Ghana","urban","local",99329,"Jdulin",2017-08-02,"Male",26,"Unemployed",NA,"19","Fante","Single","Yes","Lives with over 5 people","Everyday",1,0.444444444444444,0.407407407407407,1.5,0.823529411764706
"study 1","Thailand","rural","local",99330,"Faulino",2017-06-15,"Female",36,"Unstable hours","Homemaker","6 Years","Northern","Married","Yes","Child,Spouse,Lives with over 5 people,Other relatives,Sibling(s)","10+/month",NA,0.222222222222222,0.259259259259259,0.583333333333333,0.411764705882353
"study 1","Thailand","rural","local",99331,"Faulino",2017-04-10,"Male",35,"Politics","Relatively Stable","Entire Life","Northern","Single","Yes","Lives alone","1/month",0,0.203703703703704,0.2,1,0.352941176470588
"study 1","Thailand","urban","charismatic",99332,"Faulino",2017-05-03,"Male",36,"Unstable hours","Church Staff","16++ Years","Northern","Married","Yes","Spouse","Staff, Daily",1,0.384615384615385,0.296296296296296,2,0.294117647058824
"study 1","Vanuatu","urban","charismatic",99333,"Rsmith",2017-03-29,"Female",21,"Student USP, Education","2 Days","Whole Life","Bislama (ambae, Tongoa)","Singel (Single)","Yes","aotsaet family (Other relatives),i bitim 5 (Lives with over 5 people)","3 Times",NA,0.307692307692308,0.461538461538462,0.909090909090909,0.705882352941177
"study 1","Vanuatu","urban","local",99334,"Rsmith",2017-02-24,"Male",42,"Handyman","Full Time","25y","West Ambrym","Maret finis (Married)","No","man o woman blong yu (Spouse),sam pikinini (Multiple children),aotsaet family (Other relatives)","Mens Fellowship, Youth",1,0.537037037037037,0.518518518518518,NA,NA
"study 1","Vanuatu","urban","local",99335,"Rsmith",2017-02-28,"Male",41,"Eye Specialist","Full Time","Full Life","Bislama, Maskelynes, Ngun","Maret finis (Married)","Yes","man o woman blong yu (Spouse),stret mama (Mother),sam pikinini (Multiple children)","Sunday, Men's,",1,0.115384615384615,0.192307692307692,0.9,0.454545454545455
"study 1","Vanuatu","urban","charismatic",99336,"Rsmith",2017-04-11,"Male",49,"Chinese Store Work, Before Radio","30h","34y","Tongoa-nakanamanga, Namak","Divos (Divorced)","Yes","sam pikinini (Multiple children)","Everyday",1,0.740740740740741,0.730769230769231,1.41666666666667,0.676470588235294
"study 1","Vanuatu","urban","local",99337,"Rsmith",2017-07-12,"Male",55,"Ministry Of Justice Ombudsan","Normal Hours","29","Anakanamanga, se Ambrym","Maret finis (Married)","Yes","man o woman blong yu (Spouse),sam pikinini (Multiple children)","Sunday, Meetings",1,0.888888888888889,0.884615384615385,NA,NA
"study 1","Ghana","rural","local",99338,"VDzokoto",2017-08-15,"Male",75,"Bosomfo, Farmer","7-4, Some Days No Farming","70 Years","Fante","Married Ana aware","No Oho/ dabi","Lives with over 5 people NkorÉ”fo a wÉ”bor enum tse","N/a",1,0.222222222222222,0.230769230769231,1.91666666666667,0.117647058823529
NA,NA,NA,NA,99339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA
NA,NA,NA,NA,99340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,NA,NA
