"study","country","subject_id","subject_gender","subject_age","subject_ethnicity","subject_afford","subject_ses","subject_occupation_parent","subject_urban_rural","subject_religion","subject_religiosity","subject_church","subject_tongues","spev_score","dse_score","pv_score","por_score","abs_score","hall_score","para_score","cog_score","ctl_score"
"Study 4","Thailand",31234,"female",21,"Thai",0,0,"contract worker","rural","Buddhism",0,"Wat Doi Kham",".",0.380952380952381,2.14285714285714,0.214285714285714,0.466666666666667,0.441176470588235,1,0.428571428571429,0.0555555555555556,-1.33333333333333
"Study 4","Thailand",31235,"female",21,"Thai",0,0,"Self-employed","urban","Buddhism",0,"Neighborhood temple",".",0.363636363636364,1.57142857142857,0.142857142857143,0.2,0.59375,0.833333333333333,0.571428571428571,0.0555555555555556,-1.66666666666667
"Study 4","Thailand",31236,"female",20,"Thai",0,-1,"Contract worker, self-employed","rural","Buddhism",1,"Neighborhood Temple",".",0.947368421052632,1.85714285714286,0.285714285714286,0.333333333333333,0.647058823529412,0.5,0.428571428571429,0.0555555555555556,0
"Study 4","Thailand",31237,"female",21,"Thai",0,1,"government officer","rural","Buddhism",0,"I go to Wat Ched Yot","0",0.272727272727273,2.28571428571429,0.285714285714286,0.2,0.647058823529412,0.333333333333333,0.428571428571429,0.222222222222222,0.0833333333333333
"Study 4","Thailand",31238,"male",20,"Thai",0,0,"contract worker","rural","Buddhism",0,"Neighborhood temple","0",0.571428571428571,1.85714285714286,0.928571428571429,0.2,0.676470588235294,0.5,0,0.277777777777778,-0.833333333333333
"Study 4","Thailand",31239,"male",21,"Thai",1,-2,".","rural","Buddhism",0,".",".",0.909090909090909,1.92857142857143,0.785714285714286,0.733333333333333,0.676470588235294,1.83333333333333,0.714285714285714,-0.333333333333333,0.833333333333333
"Study 4","Thailand",31240,"female",20,"Thai",0,0,"Contract worker","rural","Buddhism",0,"Wat Phra That Doi Suthep",".",0.238095238095238,1.78571428571429,0.642857142857143,0.266666666666667,0.411764705882353,0.5,0.142857142857143,-0.0555555555555556,-1.16666666666667
"Study 4","Thailand",31241,"female",20,"Thai",0,0,"seller","rural","Buddhism",0,"Wat Pan On",".",0.45,1.78571428571429,0.428571428571429,0.533333333333333,0.529411764705882,0.5,0.571428571428571,-0.0555555555555556,-0.333333333333333
"Study 4","Thailand",31242,"female",21,"Thai",1,-1,"contract worker","rural","Buddhism",0,"Wat Phra That Doi Suthep",".",0.388888888888889,1.5,0.0714285714285714,0.666666666666667,0.441176470588235,0.5,0.428571428571429,-0.333333333333333,-0.916666666666667
"Study 4","Thailand",31243,"female",20,"Thai",0,-1,"Contract worker","rural","Buddhism",0,"Wat Phra That Doi Suthep",".",0.45,1.35714285714286,1.21428571428571,0.133333333333333,0.382352941176471,0.333333333333333,0.142857142857143,-0.277777777777778,-1
"Study 4","Thailand",31244,"female",23,"Thai",0,0,"Contract worker","rural","Christianity",1,"Siriwattana Church","1",1.72727272727273,3.71428571428571,1.78571428571429,1,0.647058823529412,1,0.714285714285714,-0.555555555555556,-0.5
"Study 4","Thailand",31245,"female",20,"Thai",1,1,"self-employed","urban","Buddhism",0,"Neighborhood temple",".",0.181818181818182,1.85714285714286,0,1,0.352941176470588,0.166666666666667,0,0,-0.5
"Study 4","Thailand",31246,"female",21,"Thai",0,0,"farmer","rural","Christianity",0,"Mae Rim Church","1",1.85714285714286,3.71428571428571,0.714285714285714,0.666666666666667,0.558823529411765,0.833333333333333,0.571428571428571,-0.277777777777778,-0.916666666666667
"Study 4","Thailand",31247,"male",20,"Thai",1,-1,"contract worker","rural","Buddhism",0,"neighborhood temple",".",0.571428571428571,1.92857142857143,0.642857142857143,0.4,0.558823529411765,0.833333333333333,0.571428571428571,0.222222222222222,-0.416666666666667
"Study 4","Thailand",31248,"male",23,"Thai",0,0,"Seller","rural","Buddhism",-1,"Neighborhood temple",".",0.285714285714286,1.92857142857143,0.928571428571429,0.733333333333333,0.558823529411765,0.333333333333333,0.142857142857143,-0.388888888888889,-0.833333333333333
"Study 4","Thailand",31249,"male",21,"Thai",1,0,"Contract worker","rural","Buddhism",0,"Not go at all",".",0.142857142857143,1.92857142857143,0.571428571428571,0.333333333333333,0.558823529411765,0.5,0,-0.277777777777778,-1.33333333333333
"Study 4","Thailand",31250,"male",21,"Thai",0,0,"contract worker","rural","Christianity",0,"Christian Church","0",0.25,2.42857142857143,1.14285714285714,0.866666666666667,0.441176470588235,0.333333333333333,0.285714285714286,-0.333333333333333,-0.75
"Study 4","Thailand",31251,"male",21,"Thai",0,0,"Contract worker","urban","Buddhism",1,"Temple",".",0.117647058823529,1.57142857142857,0.857142857142857,0.2,0.264705882352941,0,0.142857142857143,-0.277777777777778,0.0833333333333333
"Study 4","Thailand",31252,"male",23,"Thai",0,0,"Contractor","urban","Buddhism",0,"Wat Monthien","0",0.227272727272727,1.92857142857143,1.28571428571429,0.733333333333333,0.558823529411765,0.833333333333333,0.285714285714286,0.666666666666667,-1.41666666666667
"Study 4","Thailand",31253,"female",21,"Thai",0,0,"contract worker","rural","Buddhism",1,"Village temple",".",0.823529411764706,3.21428571428571,1.21428571428571,1.33333333333333,0.529411764705882,0.666666666666667,0.571428571428571,-0.333333333333333,-0.916666666666667
"Study 4","Thailand",31254,"male",20,"Thai",1,-2,"Farmer","rural","Buddhism",0,"Wat Song Yot",".",0.388888888888889,1.71428571428571,0.285714285714286,0.8,0.352941176470588,0.166666666666667,0.428571428571429,-0.333333333333333,-0.583333333333333
"Study 4","Thailand",31255,"female",21,"Thai",0,0,"Contract worker","rural","Buddhism",0,".",".",0.136363636363636,1.78571428571429,0.571428571428571,0.733333333333333,0.147058823529412,0.166666666666667,0.285714285714286,0.111111111111111,-0.75
"Study 4","Thailand",31256,"female",20,"Thai",1,0,"Contract worker","rural","Buddhism",1,"Wat Pa Sak Khwang",".",1.09090909090909,3.14285714285714,0.642857142857143,0.933333333333333,0.411764705882353,0.833333333333333,1,-0.5,-0.666666666666667
"Study 4","Thailand",31257,"female",20,"Thai",0,0,"contract worker","rural","Buddhism",0,"go when I'm free",".",1.35,2.35714285714286,0.642857142857143,0.6,0.382352941176471,1.33333333333333,0.285714285714286,-0.444444444444444,-2.66666666666667
"Study 4","Thailand",31258,"female",21,"Thai",0,0,"Teacher","rural","Buddhism",0,"Wat Phra Singh",".",0.421052631578947,2.64285714285714,1.42857142857143,0.733333333333333,0.264705882352941,0.666666666666667,0.285714285714286,-0.111111111111111,-1.16666666666667
"Study 4","Thailand",31259,"female",21,"Thai",1,0,"Contract worker","rural","Buddhism",0,"Village temple",".",0.318181818181818,2.42857142857143,1,0.666666666666667,0.382352941176471,1,0.285714285714286,-1.55555555555556,-1.5
"Study 4","Thailand",31260,"female",21,"Thai",0,0,"Contract worker","rural","Buddhism",0,"Village temple",".",0.0909090909090909,1,0.285714285714286,0.333333333333333,0.117647058823529,0,0.428571428571429,-0.333333333333333,-1.75
"Study 4","Thailand",31261,"female",21,"Thai",1,0,"Seller","rural","Buddhism",0,"Go on Buddhist holidays",".",0.19047619047619,1.85714285714286,0.428571428571429,0.4,0.382352941176471,0.833333333333333,0.285714285714286,-0.888888888888889,-1.5
"Study 4","Thailand",31262,"female",21,"Thai",0,0,"contract worker","rural","Buddhism",0,"Neighborhood temple",".",0.428571428571429,2.5,1.21428571428571,0.6,0.558823529411765,0.666666666666667,0.285714285714286,-0.555555555555556,-0.666666666666667
"Study 4","Thailand",31263,"female",20,"Thai",0,0,"Soldier / housewife","rural","Buddhism",0,".",".",0.363636363636364,2.21428571428571,1,0.666666666666667,0.647058823529412,0.666666666666667,0.857142857142857,-0.5,-1.08333333333333
"Study 4","Thailand",31264,"male",20,"Thai",1,0,"Seller","rural","Christianity",0,"Suebnathitam Church","0",0.1,2.28571428571429,0.0714285714285714,0.4,0.470588235294118,0.166666666666667,0,0.5,-1.25
"Study 4","Thailand",31265,"female",20,"Thai",1,0,"seller","rural","Buddhism",0,"village temple",".",0.136363636363636,1.07142857142857,0.428571428571429,0.2,0.323529411764706,0.666666666666667,0.285714285714286,-0.166666666666667,-0.5
"Study 4","Thailand",31266,"female",20,"Thai",0,0,"seller","rural","Buddhism",0,"Wat Phra Singh",".",0.5,2.57142857142857,0.928571428571429,0.666666666666667,0.705882352941177,0.666666666666667,0.571428571428571,-0.111111111111111,-0.75
"Study 4","Thailand",31267,"female",20,"Thai",0,1,"Contract worker","rural","Buddhism",0,"Wat Tha Jampi",".",0.409090909090909,2.14285714285714,1.14285714285714,0.733333333333333,0.823529411764706,1,0.714285714285714,-0.333333333333333,-0.833333333333333
"Study 4","Thailand",31268,"female",20,"Thai",0,0,"Contract worker","rural","Buddhism",0,"Wat Tarn Koi",".",0.842105263157895,2.28571428571429,0.785714285714286,0.666666666666667,0.647058823529412,0.5,0.571428571428571,-0.777777777777778,-0.333333333333333
"Study 4","Thailand",31269,"female",20,"Thai",1,0,"Farmer","rural","Buddhism",1,"Wat Ban Khuan Dong",".",0.642857142857143,2.21428571428571,0.857142857142857,0.533333333333333,0.735294117647059,0.166666666666667,0.285714285714286,-0.333333333333333,-0.416666666666667
"Study 4","Thailand",31270,"female",22,"Thai",1,0,"farmer","rural","Chirstianity",1,"San Phranet Methodist Church","1",0.772727272727273,4.21428571428571,0.0714285714285714,0.4,0.411764705882353,0.166666666666667,0.142857142857143,0.611111111111111,-1.58333333333333
"Study 4","Thailand",31271,"female",22,"Thai",1,0,"Farmer","rural","Early Childhood Education, Faculty of Education",1,"Wat Buddha Udayana (neighborhood temple)",".",1.14285714285714,2.28571428571429,1.5,1.26666666666667,0.529411764705882,0.666666666666667,0.428571428571429,-0.333333333333333,-0.0833333333333333
"Study 4","Thailand",31272,"female",20,"Thai",1,0,"Farmer","rural","Islam",1,"Mosque",".",0.0909090909090909,3.85714285714286,1.5,0.866666666666667,0.441176470588235,0,0,-0.0555555555555556,-1.91666666666667
"Study 4","Thailand",31273,"female",20,"Thai",0,0,"farmer","rural","Buddhism",0,"neighborhood temple",".",0.0909090909090909,1.64285714285714,0.928571428571429,0.666666666666667,0.617647058823529,0,0.428571428571429,-0.277777777777778,-1.66666666666667
"Study 4","Thailand",31274,"female",20,"Thai",0,0,"seller","urban","Buddhism",1,"Wat Pong Noi",".",0.714285714285714,2.35714285714286,0.357142857142857,0.6,0.382352941176471,0.5,0.285714285714286,0.222222222222222,-2.16666666666667
"Study 4","Thailand",31275,"female",21,"Thai",0,0,"Farmer","rural","Buddhism",0,"Wat Ram Poeng (Tapotaram)","0",0.636363636363636,1.57142857142857,2.21428571428571,1.33333333333333,0.617647058823529,0.166666666666667,1,-0.166666666666667,-0.5
"Study 4","Thailand",31276,"female",21,"Thai",0,-1,"Farmer","rural","Buddhism",2,"Wat Chiang Chom or nearby temple","0",0.466666666666667,1.21428571428571,1.35714285714286,1,0.441176470588235,0.333333333333333,0.666666666666667,-0.222222222222222,-1.66666666666667
"Study 4","Thailand",31277,"female",20,"Thai",0,0,"farmer","rural","Christianity",1,"Jesus Church","1",0.454545454545455,3.35714285714286,0.571428571428571,0.866666666666667,0.411764705882353,0,0.428571428571429,-1,-0.416666666666667
"Study 4","Thailand",31278,"female",21,"Thai",1,0,"farmer","rural","Buddhism",1,"Wat Ku Tao",".",0.727272727272727,2.28571428571429,1.64285714285714,1.4,0.647058823529412,0.5,0.428571428571429,-0.333333333333333,-0.5
"Study 4","Thailand",31279,"female",21,"Thai",0,0,"Government officer","urban","Buddhism",2,"Wat Umong Noi, Wat Umong Yai, Wat Tham Mongkol <Bangkok>, Wat Chai Mongkol, Wat Thep Chetiyachan",".",3.04545454545455,3.42857142857143,2.28571428571429,1.4,0.676470588235294,1.5,0.857142857142857,-0.0555555555555556,-0.333333333333333
"Study 4","Thailand",31280,"female",21,"Thai",0,0,"Contract worker","rural","Buddhism",0,"Wat Don Pin",".",0.590909090909091,1.57142857142857,0.785714285714286,0.866666666666667,0.264705882352941,0.333333333333333,0.285714285714286,-0.277777777777778,-1.5
"Study 4","Thailand",31281,"female",21,"Thai",0,0,"Housewife","rural","Buddhism",0,"Wat Sawang Phet",".",0.363636363636364,3.21428571428571,1.14285714285714,0.733333333333333,0.676470588235294,1.16666666666667,0.571428571428571,-0.5,-0.916666666666667
"Study 4","Thailand",31282,"female",21,"Thai",1,-1,"hotel staff","rural","Buddhism",0,"Wat Roi Chan and Wat San Pa Sak",".",0.75,1.71428571428571,1.78571428571429,1.4,0.333333333333333,1.16666666666667,0.714285714285714,-0.0555555555555556,-0.333333333333333
"Study 4","Thailand",31283,"female",22,"Thai",0,0,"Seller","rural","Buddhism",1,"Wat Sutthi Wimonchai",".",0.590909090909091,2.64285714285714,1.71428571428571,0.733333333333333,0.794117647058823,1,0.428571428571429,-0.166666666666667,-0.5
"Study 4","Thailand",31284,"female",21,"Thai",0,0,"Seller","rural","Buddhism",0,"Wat Si Sai Mun",".",0.272727272727273,2.14285714285714,0.857142857142857,0.6,0.323529411764706,0,0.571428571428571,-0.444444444444444,-2.33333333333333
"Study 4","Thailand",31285,"female",20,"Thai",1,0,"housewife/farmer","rural","Buddhism",1,"Wat Mahing Sawat Pang Kwai",".",0.235294117647059,2.07142857142857,0,0.2,0.529411764705882,0.166666666666667,0.142857142857143,-0.277777777777778,-1.25
"Study 4","Thailand",31286,"female",20,"Thai",1,-1,"contract worker","rural","Buddhism",0,"neighborhood temple",".",0.136363636363636,1.57142857142857,1.07142857142857,1.26666666666667,0.176470588235294,0.166666666666667,0.285714285714286,-0.388888888888889,-1.58333333333333
"Study 4","Thailand",31287,"female",20,"Thai",1,0,"Rice farmer","rural","Buddhism",1,"Wat Thep Amnuai",".",0.761904761904762,2.85714285714286,0.928571428571429,1.13333333333333,0.441176470588235,0.5,0.571428571428571,-0.222222222222222,-1.33333333333333
"Study 4","Thailand",31288,"female",21,"Thai",0,0,"Farmer","rural","Christianity",1,"Catholic",".",1.09090909090909,3.78571428571429,1.35714285714286,0.866666666666667,0.794117647058823,1,1,0.277777777777778,-1.08333333333333
"Study 4","Thailand",31289,"female",21,"Thai",0,0,"farmer","rural","Buddhism",1,"Wat Pang Chan (village temple)",".",1.125,3.42857142857143,1.21428571428571,1.13333333333333,0.529411764705882,0.333333333333333,0.571428571428571,0.444444444444444,-1.58333333333333
"Study 4","Thailand",31290,"female",20,"Thai",1,0,"farmer","rural","Buddhism",0,"Temple in my village (Wat Khun Mae Ruam)",".",0.5,2,0.428571428571429,1.13333333333333,0.647058823529412,0.666666666666667,0.142857142857143,-0.222222222222222,0.416666666666667
"Study 4","Thailand",31291,"female",21,"Thai",0,0,"Farmer","rural","Christianity",1,"Seventh Day Adventist Church","1",0.545454545454545,2.85714285714286,0.714285714285714,0.933333333333333,0.529411764705882,0.833333333333333,0.571428571428571,-0.388888888888889,-0.583333333333333
"Study 4","Thailand",31292,"female",20,"Thai",0,0,"Seller","urban","Buddhism",1,"Wat Thung Chan Samut in Pretchabun",".",0.318181818181818,3,0.714285714285714,1.06666666666667,0.735294117647059,0.833333333333333,0.857142857142857,-0.111111111111111,-0.916666666666667
"Study 4","Thailand",31293,"female",20,"Thai",0,0,"farmer","rural","Buddhism",1,"Wat Huai Phak Kut",".",0.6,2.64285714285714,0.214285714285714,0.666666666666667,0.352941176470588,0.166666666666667,0.714285714285714,0,-0.916666666666667
"Study 4","Thailand",31294,"female",21,"Thai",1,0,"seller","rural","Buddhism",0,"Wat Mae Su Luang",".",0.0909090909090909,1.21428571428571,0.642857142857143,0.333333333333333,0.454545454545455,0.166666666666667,0.142857142857143,0,-2.58333333333333
"Study 4","Thailand",31295,"female",21,"Thai",0,0,"Contract worker","urban","Buddhism",0,"Wat Phra That Kao Noi",".",1,2.21428571428571,1.28571428571429,0.6,0.617647058823529,0.833333333333333,0.428571428571429,-0.388888888888889,-1.5
"Study 4","Thailand",31296,"female",20,"Thai",0,0,NA,"rural","Buddhism",0,"Wat Si Khom Kham",".",0.454545454545455,2,1.42857142857143,0.933333333333333,0.558823529411765,0.333333333333333,0.714285714285714,-0.277777777777778,-1.75
"Study 4","Thailand",31297,"female",21,"Thai",1,0,"government officer","rural","Buddhism",-1,"temple of community",".",0.666666666666667,1.92857142857143,0.928571428571429,0.733333333333333,0.617647058823529,0.5,0.428571428571429,-0.444444444444444,-0.333333333333333
"Study 4","Thailand",31298,"female",21,"Thai",0,0,"government officer","rural","Buddhism",0,"Wat Phra Singh",".",1.33333333333333,3.28571428571429,1.71428571428571,0.866666666666667,0.823529411764706,0.166666666666667,0.571428571428571,-0.111111111111111,-0.583333333333333
"Study 4","Thailand",31299,"female",23,"Lahu",1,-2,"Farmer","rural","Christianity",1,"Elim Church","1",0.4375,3.42857142857143,1.28571428571429,1.2,0.470588235294118,0.5,0.571428571428571,-0.222222222222222,0.166666666666667
"Study 4","Thailand",31300,"female",20,"Thai",0,-1,"Farmer","rural","Buddhism",1,".",".",1.40909090909091,2.92857142857143,1.64285714285714,1.53333333333333,0.794117647058823,1.66666666666667,1,-0.166666666666667,-0.416666666666667
"Study 4","Thailand",31301,"female",21,"Thai",0,0,"contract worker","rural","Buddhism",1,"Wat Baan Phak Hueak",".",0,1.64285714285714,2.28571428571429,0.866666666666667,0.323529411764706,0.333333333333333,0,-0.222222222222222,-1.83333333333333
"Study 4","Thailand",31302,"female",22,"Thai",0,0,"company employee","rural","Buddhism",0,"Wat Nong Tao Kham",".",0.380952380952381,2.42857142857143,1.35714285714286,0.933333333333333,0.529411764705882,0,0,-0.0555555555555556,-1
"Study 4","Thailand",31303,"female",21,"Thai",0,0,"Government officer","rural","Islam",1,".",".",1.13636363636364,4.57142857142857,0.857142857142857,1,0.617647058823529,0.5,0.571428571428571,-0.111111111111111,-0.0833333333333333
"Study 4","Thailand",31304,"female",23,"Thai",0,0,"Contract worker","rural","Buddhism",1,"Neighborhood temple",".",0.136363636363636,2,0.571428571428571,0.466666666666667,0.441176470588235,0.5,0.428571428571429,-0.277777777777778,0.0833333333333333
"Study 4","Thailand",31305,"female",21,"Thai",0,0,"driver","rural","Buddhism",0,"neighborhood temple (Wat Mok Cham Pae)",".",0,1.42857142857143,1,0.466666666666667,0.382352941176471,0.333333333333333,0.285714285714286,-0.444444444444444,-1.75
"Study 4","China",20561,"female",18,"Han",0,-1,"Father: worker, Mother: None","rural",".",-2,".",".",0.277777777777778,1.28571428571429,0.928571428571429,0.375,0.852941176470588,1.16666666666667,0.428571428571429,-0.0555555555555556,0.0833333333333333
"Study 4","China",20562,"female",21,"Han",0,-1,"Father: teacher, Mother: teacher","urban",".",-1,".",".",0.904761904761905,1.78571428571429,0.285714285714286,0.4375,0.911764705882353,1,0.857142857142857,0.888888888888889,0.916666666666667
"Study 4","China",20563,"female",19,"Han",0,-1,"Father: manager, Mother: Accountant","urban",".",-1,".",".",0.0909090909090909,1.28571428571429,0.285714285714286,0.375,0.735294117647059,0.5,0.428571428571429,0.777777777777778,0.416666666666667
"Study 4","China",20564,"female",22,"Han",0,-1,"Father: engineer, Mother: Housewife","urban",".",-2,".",".",0,0.5,0.285714285714286,0.0625,0.588235294117647,0.5,0.142857142857143,0.388888888888889,0.75
"Study 4","China",20565,"female",22,"Han",0,0,"Father: manager, Mother: housewife","urban",".",-1,".",".",0.466666666666667,1.57142857142857,0.857142857142857,0.75,0.705882352941177,0.666666666666667,1,-0.222222222222222,1.08333333333333
"Study 4","China",20566,"female",22,"Han",0,0,"Father: Manager, Mother: Housewife","urban",".",-1,".",".",0.0526315789473684,1.07142857142857,0.214285714285714,0.375,0.794117647058823,0.666666666666667,0.285714285714286,0,1.58333333333333
"Study 4","China",20567,"female",20,"Han",0,-2,"Father: Farmer, Mother: Farmer","rural",".",-1,".",".",0.0476190476190476,0.785714285714286,0.571428571428571,0.3125,0.529411764705882,0.166666666666667,0.428571428571429,-0.722222222222222,0.0833333333333333
"Study 4","China",20568,"female",18,"Han",0,-1,"Father: farmer, Mother: farmer","rural",".",-1,".",".",0.272727272727273,1.21428571428571,0.357142857142857,0.3125,0.647058823529412,0.5,0.285714285714286,0.166666666666667,0.25
"Study 4","China",20569,"female",21,"Miao",0,0,"Father: teacher, Mother: cashier","urban",".",0,".",".",0.6,1.21428571428571,0.285714285714286,0.6875,0.588235294117647,0.833333333333333,1,-0.0555555555555556,0.416666666666667
"Study 4","China",20570,"female",20,"Han",0,0,"Father: Teacher, Mother: Teacher","urban",".",0,".",".",0.636363636363636,3.28571428571429,1.07142857142857,1.125,0.848484848484849,1,0.571428571428571,-0.333333333333333,0.666666666666667
"Study 4","China",20571,"female",18,"Yao",0,-2,"Father: no, Mother: teacher","rural",".",0,"rural temple",".",0.4375,1.42857142857143,0.714285714285714,0.75,0.705882352941177,0.666666666666667,0.714285714285714,-0.888888888888889,-0.416666666666667
"Study 4","China",20572,"female",19,"Han",0,0,"Father: Journalist, Mother: college teacher","urban",".",-2,".",".",0.272727272727273,0.928571428571429,0.214285714285714,0.0625,0.794117647058823,1.66666666666667,0,0.222222222222222,0.0833333333333333
"Study 4","China",20573,"female",19,"Han",0,-2,"Father: Worker, Mother: Self-employed","rural",".",-1,"Buddhism",".",0.285714285714286,1.57142857142857,0.571428571428571,0.375,0.647058823529412,1,0.714285714285714,0.388888888888889,0.5
"Study 4","China",20574,"female",18,"Han",0,-2,"Father: Free-occupation, Mother: Free-occupation","rural",".",0,".",".",0.368421052631579,1,1.21428571428571,0.4375,0.647058823529412,1.5,0.714285714285714,-0.333333333333333,-0.416666666666667
"Study 4","China",20575,"female",21,"Han",0,-1,"Father: clerk, Mother: clerk","urban",".",0,".",".",0.615384615384615,1.5,0.714285714285714,0.625,0.794117647058823,1,0.857142857142857,-0.111111111111111,-0.333333333333333
"Study 4","China",20576,"female",19,"Han",0,0,"Father: Researcher, Mother: Housewife","urban",".",0,"church","0",0.619047619047619,2.92857142857143,0.714285714285714,1,0.636363636363636,0,0.857142857142857,0.722222222222222,-0.0833333333333333
"Study 4","China",20577,"female",19,"Han",0,0,"Father: Company manager, Mother: Financial","urban",".",0,"Jingian temple",".",0.8,1.78571428571429,0.285714285714286,0.4375,0.764705882352941,1,0.428571428571429,0.388888888888889,0
"Study 4","China",20578,"female",19,"Han",0,0,"Father: Businessman, Mother: Housewife","urban","Buddhism",0,"Temples or family hall (for Buddha)","1",2.11111111111111,2.21428571428571,0.428571428571429,0.9375,0.941176470588235,1,0.857142857142857,0.888888888888889,0
"Study 4","China",20579,"female",19,"Han",0,-1,"Father: high school (teacher), Mother: high school (teacher)","urban",".",-2,".",".",0.428571428571429,0.928571428571429,0.142857142857143,0.1875,0.794117647058823,0.5,0.714285714285714,0.166666666666667,0.333333333333333
"Study 4","China",20580,"female",18,"Han",0,-1,"Father: company staff, Mother: company staff","urban",".",0,".",".",1.0625,1.78571428571429,0.857142857142857,0.75,0.764705882352941,1.66666666666667,1,0.166666666666667,0.416666666666667
"Study 4","China",20581,"female",18,"Han",0,-1,"Father: Company staff, Mother: Company staff","urban",".",-2,".",".",0,0.785714285714286,0,0.125,0.441176470588235,0.5,0.285714285714286,-0.333333333333333,-0.833333333333333
"Study 4","China",20582,"female",19,"Han",0,-1,"Father: Doctor, Mother: Doctor","urban",".",-1,".",".",0.2,1.78571428571429,0.857142857142857,0.8125,0.735294117647059,0.5,0.714285714285714,0.333333333333333,1.75
"Study 4","China",20583,"female",21,"Han",0,-1,"Father: government staff, Mother: government staff","urban",".",0,".",".",0.181818181818182,1.5,0.5,0.4375,0.588235294117647,1,0.285714285714286,-0.444444444444444,0.0833333333333333
"Study 4","China",20584,"female",18,"Han",0,0,"Father: self-employed, Mother: self-employed","rural",".",0,".","1",0.454545454545455,2.42857142857143,0.642857142857143,0.1875,0.647058823529412,0.833333333333333,0.428571428571429,0.388888888888889,1.16666666666667
"Study 4","China",20585,"female",19,"Hui",0,-1,"Father: Businessman, Mother: Housewife","urban",".",0,".",".",0.210526315789474,0.785714285714286,0.428571428571429,0.125,0.5,0.833333333333333,0.142857142857143,-0.611111111111111,1.25
"Study 4","China",20586,"male",20,"Han",0,-1,"Father: Teacher, Mother: Supermarket manager","urban",".",-2,".",".",0,1.35714285714286,0.571428571428571,0.25,0.735294117647059,0.833333333333333,0,0.277777777777778,0.166666666666667
"Study 4","China",20587,"male",17,"Han",0,-1,"Father: engineer, Mother: housewife","urban",".",-1,".",".",1.5,0.785714285714286,0.214285714285714,0.125,0.764705882352941,1,0.142857142857143,0.333333333333333,-0.583333333333333
"Study 4","China",20588,NA,18,"Han",0,-2,"Father: not fixed, Mother: none","urban",".",-2,"Heavenly Master Taoism temple, Longhu Mountain",".",0.0909090909090909,0.428571428571429,0.357142857142857,0,0.852941176470588,0.833333333333333,0,0.555555555555556,1.16666666666667
"Study 4","China",20589,"male",18,"Han",0,1,"Father: Businessman, Mother: Farmer","rural",".",-1,".",".",0.842105263157895,2,0.642857142857143,0.375,0.441176470588235,0.5,0.714285714285714,0.555555555555556,0.5
"Study 4","China",20590,"male",19,"Han",0,-2,"Father: Government staff, Mother: None","urban",".",-2,".",".",0.136363636363636,1,0.0714285714285714,0.4375,0.676470588235294,1.5,0.428571428571429,0.222222222222222,-0.583333333333333
"Study 4","China",20591,"male",20,"Han",0,0,"Father: self-employed, Mother: self-employed","rural",".",0,"temples",".",0.588235294117647,1.85714285714286,1,0.8125,0.735294117647059,1,0.571428571428571,0.888888888888889,0
"Study 4","China",20592,"male",18,"Han",0,2,"Father: free occupation, Mother: free occupation","urban",".",-2,".",".",0.111111111111111,1,0,0,0.794117647058823,1,0,1.05555555555556,1.16666666666667
"Study 4","China",20593,"male",19,"Han",0,-1,"Father: Manager, Mother: Financial","urban",".",-1,".",".",0.181818181818182,1.78571428571429,0.357142857142857,0.1875,0.823529411764706,0.666666666666667,0.142857142857143,-0.277777777777778,0.416666666666667
"Study 4","China",20594,"male",19,"Han",0,0,"Father: Engineer, Mother: Engineer","urban",".",-1,".",".",0.181818181818182,1.42857142857143,0.571428571428571,0.6875,0.617647058823529,0.166666666666667,0.571428571428571,-0.555555555555556,-0.5
"Study 4","China",20595,"male",19,"Han",0,-1,"Father: bank clerk, Mother: teacher","rural",".",-1,".",".",0.238095238095238,1.5,0.285714285714286,0.4375,0.558823529411765,0.166666666666667,0.857142857142857,0.166666666666667,-0.166666666666667
"Study 4","China",20596,"male",17,"Han",0,-1,"Father: Businessman, Mother: doctor","rural",".",-2,".",".",0.181818181818182,0.714285714285714,0,0,0.558823529411765,0.5,0,-0.555555555555556,0.666666666666667
"Study 4","China",20597,"male",18,"Han",0,-2,"Father: Worker, Mother: Worker","rural",".",-2,".",".",0.444444444444444,1.42857142857143,0.571428571428571,0.1875,0.617647058823529,1,0.142857142857143,0.388888888888889,0.416666666666667
"Study 4","China",20598,"male",18,"Han",0,0,"Father: Worker, Mother: Worker","rural",".",-1,".",".",0.615384615384615,0.857142857142857,0.428571428571429,0.4375,0.764705882352941,0.833333333333333,0.428571428571429,0.833333333333333,-0.166666666666667
"Study 4","China",20599,"male",18,"Han",0,-2,"Father: farmer, Mother: farmer","rural",".",-2,".",".",0.3125,1.78571428571429,0.571428571428571,0.1875,0.735294117647059,0.666666666666667,0.571428571428571,0.111111111111111,0.916666666666667
"Study 4","China",20600,"male",21,"Han",0,-1,"Father: bank staff, Mother: teacher","urban",".",0,".",".",0.25,2.14285714285714,0.428571428571429,0.6875,0.823529411764706,1.16666666666667,0.857142857142857,0.111111111111111,0.166666666666667
"Study 4","China",20601,"male",21,"Han",0,0,"Father: Teacher, Mother: Teacher","urban",".",0,".",".",0.444444444444444,1.64285714285714,0.714285714285714,0.3125,0.205882352941176,0.333333333333333,0.142857142857143,-0.777777777777778,0
